# Header: Project1::Sample_LC steel::All data::Grain Size   11/22/2023
# 
# Partition Formula: 
# Grain Tolerance Angle: 5.00
# Minimum Grain Size: 2
# Minimum Anti-Grain Size: 2
# Minimum Confidence Index: 0.00
# Multiple Rows Requirement: Off
# Anti-Grain Multiple Rows Requirement: Off
# Column 1: Integer identifying grain. Negative value indicates an anti-grain
# Column 2: An integer identifying the phase (-1 for anti-grains)
#           0 -  Iron (Alpha)
# Column 3-5: Average orientation (phi1, PHI, phi2) in degrees (360, 360, 360 for anti-grains)
# Column 6-7: Average Position (x, y) in microns
# Column 8: Average Image Quality (IQ)
# Column 9: Average Confidence Index (CI, -1 for anti-grains)
# Column 10: Average Fit (degrees, 180 for anti-grains or invalid grains)
# Column 11: Edge grain (1 = touching edge, otherwise 0)
# Column 12: Area of grain in square microns
# Column 13: Diameter of grain in microns
# Column 14: Aspect ratio of ellipse fit to grain
# Column 15: Length of major axis (radius) of ellipse fit to grain in microns
# Column 16: Length of minor axis (radius) of ellipse fit to grain in microns
# Column 17: Orientation (relative to the horizontal) of major axis of ellipse fit to grain in degrees
  2577   0    6.178  109.465  307.64 4.180798e+02 1.793444e+02 125718.5  0.740  0.70 0 1.844634e+02 1.532534e+01 0.34 1.341952e+01 4.536114e+00 138.2 
  2578   0   18.179  139.817   54.13 4.921482e+02 1.724995e+02 100793.8  0.771  0.66 0 4.676537e+01 7.716444e+00 0.58 5.131602e+00 2.973170e+00 167.0 
  2579   0  329.005  129.174  262.76 5.447346e+02 1.736652e+02 107765.4  0.624  0.75 0 2.771281e+01 5.940122e+00 0.45 4.536878e+00 2.052289e+00  80.5 
  2580   0  162.671  112.868  322.08 1.911198e+02 5.638829e+02 118785.3  0.709  0.74 0 1.047891e+02 1.155083e+01 0.49 8.129168e+00 3.981117e+00  77.6 
  2581   0  162.059  122.407  196.68 2.208970e+02 5.640880e+02 116969.9  0.896  0.66 0 1.177794e+02 1.224588e+01 0.50 8.431097e+00 4.254771e+00  96.8 
  2582   0   15.205   89.777  290.94 6.667067e+02 1.777997e+02 130412.8  0.914  0.62 0 1.446262e+02 1.356996e+01 0.58 8.779714e+00 5.109573e+00  55.3 
  2583   0  342.393   56.861  313.80 3.668698e+02 6.645146e+02 114809.8  0.787  0.65 0 1.593487e+02 1.424391e+01 0.59 9.073747e+00 5.319429e+00 112.7 
  2584   0  189.959  100.473  300.55 4.056655e+02 5.614046e+02 128677.6  0.781  0.71 0 1.125833e+02 1.197270e+01 0.66 7.182175e+00 4.757865e+00  40.0 
  2585   0  100.794  167.022   25.71 4.021541e+02 1.794893e+02 135870.8  0.917  0.65 0 1.351000e+02 1.311543e+01 0.48 9.358587e+00 4.516950e+00  99.2 
  2586   0   82.469  121.381  318.40 7.395711e+02 5.620508e+02 120182.7  0.798  0.81 0 1.463583e+02 1.365098e+01 0.51 9.358620e+00 4.814031e+00 140.8 
  2587   0  275.159   92.697  285.48 1.125000e+01 7.586002e+02 130108.0  0.900  0.65 0 3.845153e+02 2.212646e+01 0.56 1.451145e+01 8.170771e+00  84.1 
  2588   0  117.137   48.438  150.56 2.230770e+01 7.548411e+02 108762.6  0.755  0.81 0 2.251666e+01 5.354353e+00 0.61 3.329153e+00 2.039278e+00 107.5 
  2589   0    7.137  125.191  313.09 6.917822e+02 6.449586e+02 106893.0  0.882  0.66 0 8.140639e+01 1.018086e+01 0.63 6.331137e+00 4.007214e+00 101.4 
  2590   0  332.022  151.922   46.41 2.601418e+02 5.606794e+02 110601.3  0.865  0.72 0 5.196152e+01 8.133847e+00 0.52 5.795130e+00 2.992024e+00  34.9 
  2591   0  289.568  124.818  224.83 1.850000e+01 6.414362e+02 84926.6  0.736  0.89 0 5.196152e+00 2.572148e+00 0.51 1.892984e+00 9.599931e-01 142.4 
  2592   0  161.727   59.900  309.84 3.694485e+02 5.704857e+02 110020.1  0.793  0.59 0 1.766692e+02 1.499807e+01 0.39 1.365954e+01 5.321744e+00  74.1 
  2593   0    6.890   97.227  279.44 3.975190e+02 5.683520e+02 126844.1  0.719  0.73 0 2.979127e+02 1.947599e+01 0.47 1.449426e+01 6.775535e+00  45.0 
  2594   0  239.755   43.209  286.09 1.891930e+02 8.152944e+02 116788.0  0.725  0.74 0 9.872689e+01 1.121173e+01 0.45 8.082876e+00 3.653399e+00  68.2 
  2595   0  174.340  140.889  224.72 7.327280e+02 3.720513e+02 104855.8  0.875  0.74 0 6.841601e+01 9.333272e+00 0.57 6.006949e+00 3.425063e+00  62.8 
  2596   0  283.440  122.997  208.32 3.563069e+02 6.467438e+02 102785.1  0.731  0.73 0 3.810512e+01 6.965410e+00 0.29 6.331137e+00 1.853576e+00  78.6 
  2597   0  279.893    9.617  197.59 6.589012e+02 5.668583e+02 112944.5  0.841  0.78 0 2.009179e+02 1.599427e+01 0.58 1.061051e+01 6.148988e+00  83.2 
  2598   0  180.744   89.420  278.86 5.082264e+02 8.144891e+02 110085.5  0.872  0.69 0 9.179869e+01 1.081118e+01 0.43 8.129138e+00 3.521106e+00  77.6 
  2599   0  199.285   60.393  316.40 6.700862e+02 8.167968e+02 110372.8  0.897  0.65 0 1.056551e+02 1.159846e+01 0.45 1.021435e+01 4.620730e+00  81.6 
  2600   0  344.566  129.596  337.42 6.232500e+02 6.412918e+02 85295.9  0.544  1.09 0 3.464102e+00 2.100150e+00 0.55 1.443387e+00 7.998266e-01 150.0 
  2601   0  169.086   52.415  307.34 2.149417e+02 8.131837e+02 98796.3  0.792  0.69 0 5.196152e+01 8.133847e+00 0.55 5.299337e+00 2.935449e+00  67.8 
  2602   0  213.042  156.672  258.04 2.078479e+02 5.614482e+02 109607.4  0.875  0.61 0 1.991858e+01 5.035984e+00 0.43 3.818803e+00 1.643315e+00  70.9 
  2603   0  181.768   14.149  320.90 2.521905e+02 5.601122e+02 103641.4  0.867  0.66 0 1.818653e+01 4.812049e+00 0.43 3.685565e+00 1.582424e+00 161.7 
  2604   0  305.461  111.774  250.99 2.809076e+02 5.634329e+02 111963.6  0.858  0.59 0 1.264397e+02 1.268811e+01 0.44 9.751081e+00 4.271168e+00 157.4 
  2605   0  164.845  105.504  318.66 2.820572e+02 7.419516e+02 106096.9  0.749  0.67 0 1.065211e+02 1.164590e+01 0.57 7.588339e+00 4.347487e+00 111.2 
  2606   0  311.061  109.566  255.05 4.243633e+02 7.425037e+02 108438.2  0.847  0.68 0 7.274613e+01 9.624098e+00 0.38 7.653946e+00 2.937407e+00 101.3 
  2607   0  108.446  113.384  143.35 7.455345e+02 8.189067e+02 127243.9  0.845  0.69 0 1.654108e+02 1.451233e+01 0.55 9.569927e+00 5.306081e+00 126.9 
  2608   0  166.118  115.167  342.13 8.173205e+02 8.191946e+02 127556.0  0.596  0.83 0 1.134493e+02 1.201866e+01 0.31 1.068096e+01 3.296780e+00  99.4 
  2609   0  340.414   65.029  300.82 6.366500e+02 7.432441e+02 112085.3  0.644  0.78 0 1.818653e+02 1.521703e+01 0.59 9.569925e+00 5.653145e+00  14.9 
  2610   0  199.823   14.376  299.42 6.637269e+02 7.503635e+02 117169.1  0.891  0.55 0 3.403480e+02 2.081693e+01 0.37 1.726506e+01 6.303957e+00  74.0 
  2611   0  353.634   96.379   24.02 1.548801e+02 8.221042e+02 118549.1  0.850  0.77 0 3.897114e+02 2.227546e+01 0.54 1.457168e+01 7.843150e+00 157.9 
  2612   0  335.152  136.003  326.16 7.381976e+02 7.419457e+02 115331.9  0.845  0.63 0 9.439677e+01 1.096311e+01 0.62 6.806882e+00 4.188181e+00  42.7 
  2613   0    0.520  124.773  309.12 2.219133e+02 8.152568e+02 114858.0  0.865  0.78 0 8.487049e+01 1.039521e+01 0.63 6.448482e+00 4.087301e+00  74.3 
  2614   0  162.668   64.261  311.77 5.000000e-01 5.603185e+02 101614.5  0.661  0.75 1 6.062178e+00 2.778238e+00 0.38 2.309387e+00 8.875105e-01  90.0 
  2615   0    7.093   78.698  281.17 2.247501e+02 3.764394e+02 112216.2  0.857  0.71 0 1.091192e+02 1.178706e+01 0.46 9.073789e+00 4.142207e+00 112.7 
  2616   0  169.675  133.383  224.33 8.985140e+02 7.409573e+02 106918.0  0.826  0.78 1 3.117691e+01 6.300451e+00 0.35 5.346333e+00 1.897549e+00  92.7 
  2617   0   69.437   47.760  220.49 7.774031e+01 7.471487e+02 121597.0  0.899  0.72 0 1.784012e+02 1.507141e+01 0.52 1.015297e+01 5.278119e+00  95.7 
  2618   0  152.642   52.579  135.20 4.135334e+02 3.701971e+02 111048.5  0.761  0.76 0 2.598076e+01 5.751498e+00 0.57 3.818812e+00 2.164335e+00  10.9 
  2619   0  295.167  143.342  183.66 1.814218e+02 7.413386e+02 111353.0  0.900  0.70 0 7.188010e+01 9.566640e+00 0.63 5.965183e+00 3.783020e+00  15.4 
  2620   0  231.592   53.581  222.26 1.997421e+02 7.461609e+02 118209.2  0.827  0.66 0 1.610807e+02 1.432112e+01 0.52 9.673824e+00 5.035652e+00  88.5 
  2621   0  209.466   29.064  232.28 2.088093e+02 7.414340e+02 114953.3  0.806  0.75 0 8.400446e+01 1.034204e+01 0.55 6.714422e+00 3.662619e+00  21.4 
  2622   0  271.027   92.800  223.64 8.944501e+02 6.450159e+02 97369.0  0.470  1.02 0 1.732051e+01 4.696079e+00 0.39 3.818803e+00 1.480008e+00  70.9 
  2623   0   23.272  165.110  341.29 6.164413e+02 3.699966e+02 93306.0  0.797  0.78 0 1.472243e+01 4.329571e+00 0.68 2.516627e+00 1.708374e+00  66.6 
  2624   0  217.040   42.456  308.29 8.859264e+02 9.693385e+02 107532.8  0.709  0.87 0 1.463583e+02 1.365098e+01 0.64 8.504874e+00 5.406283e+00  79.8 
  2625   0  266.619   68.092  234.04 6.781639e+02 3.836350e+02 116433.1  0.749  0.79 0 4.962325e+02 2.513609e+01 0.63 1.589288e+01 9.974114e+00  81.9 
  2626   0  256.303  139.671   99.92 6.991431e+02 3.799813e+02 113507.1  0.795  0.61 0 3.152332e+02 2.003416e+01 0.66 1.247332e+01 8.222243e+00  79.6 
  2627   0    1.214  116.277  302.85 3.240000e+02 6.429372e+02 91216.9  0.755  0.86 0 4.330127e+00 2.348039e+00 0.63 1.527529e+00 9.634543e-01  10.9 
  2628   0   40.272   40.356  224.77 8.584056e+02 8.143765e+02 119979.2  0.756  0.68 0 9.612881e+01 1.106323e+01 0.56 7.112197e+00 4.009860e+00 143.9 
  2629   0   73.317  118.477  126.73 8.721500e+02 8.112061e+02 99264.1  0.632  0.87 0 8.660254e+00 3.320629e+00 0.63 2.020725e+00 1.280427e+00   8.2 
  2630   0  109.729    4.349  203.02 8.751593e+02 8.117416e+02 87757.9  0.742  0.96 0 1.905256e+01 4.925289e+00 0.56 3.329162e+00 1.848184e+00 132.5 
  2631   0   94.278  116.027   23.53 8.187798e+02 3.772436e+02 117664.6  0.794  0.66 0 1.965878e+02 1.582098e+01 0.68 9.569923e+00 6.553438e+00 105.1 
  2632   0    4.945   38.690  272.98 8.222828e+01 8.323842e+02 106224.7  0.787  0.69 0 6.754998e+02 2.932700e+01 0.48 2.064782e+01 9.866338e+00  83.0 
  2633   0  154.806  129.232  322.00 1.149625e+02 8.170298e+02 123059.3  0.780  0.60 0 1.039230e+02 1.150300e+01 0.62 7.094603e+00 4.387592e+00  50.6 
  2634   0  192.807   90.805  354.75 6.158125e+02 6.435651e+02 80830.3  0.678  0.95 0 6.928203e+00 2.970061e+00 0.64 2.020746e+00 1.299748e+00 128.2 
  2635   0   23.592   10.908   27.07 1.250357e+02 3.732365e+02 102242.4  0.786  0.67 0 3.637307e+01 6.805264e+00 0.49 4.804519e+00 2.346337e+00  68.6 
  2636   0  244.906   53.540  285.23 2.793334e+02 8.161644e+02 118020.5  0.718  0.78 0 9.353074e+01 1.091270e+01 0.70 6.448520e+00 4.500925e+00 165.7 
  2637   0   13.451   96.250  274.05 2.173950e+02 3.745438e+02 121195.0  0.895  0.62 0 1.195115e+02 1.233559e+01 0.59 7.783543e+00 4.604264e+00 114.7 
  2638   0  290.097   64.075  215.11 3.927561e+02 8.264402e+02 118031.3  0.868  0.74 0 4.044339e+02 2.269232e+01 0.45 1.711967e+01 7.747189e+00 126.8 
  2639   0  275.461  129.983   87.14 6.706646e+02 9.677063e+02 128107.5  0.883  0.66 0 6.321985e+01 8.971846e+00 0.45 6.601770e+00 2.951851e+00  49.9 
  2640   0    1.196   42.595  314.33 5.773393e+02 8.165336e+02 122891.9  0.924  0.64 0 9.959292e+01 1.126080e+01 0.58 7.094569e+00 4.128280e+00  69.4 
  2641   0   76.163   59.054  138.77 7.597470e+02 9.683983e+02 107421.0  0.797  0.66 0 7.014806e+01 9.450676e+00 0.47 6.806828e+00 3.192387e+00 102.7 
  2642   0  279.012   87.340  248.76 8.285341e+02 9.745900e+02 114107.1  0.826  0.77 0 1.784012e+02 1.507141e+01 0.41 1.153616e+01 4.706040e+00  81.3 
  2643   0  197.324   73.583  326.80 5.498518e+02 3.769095e+02 116888.9  0.896  0.58 0 1.749371e+02 1.492437e+01 0.59 9.358603e+00 5.493506e+00  80.8 
  2644   0  260.669   97.866  277.63 7.617652e+02 8.201664e+02 134375.4  0.867  0.65 0 2.944486e+02 1.936243e+01 0.42 1.464867e+01 6.188655e+00  39.8 
  2645   0  160.319  134.812  332.88 2.520271e+00 9.684858e+02 106819.9  0.736  0.87 1 6.408588e+01 9.033088e+00 0.55 6.251633e+00 3.456948e+00  83.1 
  2646   0  299.498  134.015   39.91 6.204167e+02 3.708033e+02 113718.9  0.887  0.63 0 1.039230e+01 3.637567e+00 0.62 2.362924e+00 1.457016e+00 102.2 
  2647   0   71.319   56.247  127.98 8.640566e+02 8.219207e+02 124268.2  0.891  0.77 0 2.381570e+02 1.741353e+01 0.44 1.331669e+01 5.921625e+00 132.5 
  2648   0   85.973   62.316   35.32 4.979732e+00 3.733388e+02 108293.4  0.851  0.58 1 6.408588e+01 9.033088e+00 0.43 6.614376e+00 2.848688e+00 139.1 
  2649   0  139.262  113.737  335.10 1.151643e+02 3.800494e+02 103281.6  0.678  0.77 0 1.818653e+02 1.521703e+01 0.42 1.205542e+01 5.009762e+00 125.5 
  2650   0  290.145   99.483  290.72 4.754153e+02 9.753914e+02 128885.2  0.889  0.69 0 2.762621e+02 1.875494e+01 0.51 1.294535e+01 6.599953e+00  78.9 
  2651   0  273.241   55.298  222.09 4.403705e+02 8.295536e+02 122503.3  0.903  0.65 0 7.967433e+02 3.185036e+01 0.65 1.990187e+01 1.285863e+01 127.1 
  2652   0   11.113  111.874  319.51 6.533570e+02 9.791631e+02 104329.6  0.836  0.78 0 2.624057e+02 1.827855e+01 0.41 1.537310e+01 6.292108e+00  95.6 
  2653   0  105.826   64.714  195.99 6.636039e+02 9.734128e+02 119283.6  0.781  1.00 0 1.991858e+02 1.592518e+01 0.42 1.216890e+01 5.141133e+00  69.6 
  2654   0  197.020  109.186  315.59 6.021203e+02 8.200986e+02 124986.4  0.855  0.82 0 2.234346e+02 1.686670e+01 0.70 9.827706e+00 6.925756e+00  40.3 
  2655   0  357.976  162.261  310.78 5.390835e+02 3.724778e+02 114372.0  0.754  0.78 0 2.598076e+01 5.751498e+00 0.54 3.818800e+00 2.061832e+00  49.1 
  2656   0  340.536  113.685  344.24 6.072253e+02 3.795307e+02 129062.4  0.801  0.57 0 3.022429e+02 1.961702e+01 0.59 1.284849e+01 7.538677e+00  67.1 
  2657   0  183.275  109.854  309.26 6.932168e+01 9.729874e+02 115561.7  0.824  0.75 0 1.602147e+02 1.428257e+01 0.54 9.712540e+00 5.270991e+00  72.0 
  2658   0  258.373  124.186   94.55 2.181765e+02 9.775306e+02 120601.2  0.814  0.68 0 5.109550e+02 2.550624e+01 0.60 1.569502e+01 9.404177e+00 137.1 
  2659   0   93.054   86.115   29.28 3.001073e+02 9.734298e+02 114414.0  0.762  0.79 0 1.333679e+02 1.303109e+01 0.43 9.751075e+00 4.226796e+00  82.6 
  2660   0  125.173  120.142  146.64 3.330000e+02 8.128267e+02 95360.7  0.685  1.00 0 6.062178e+00 2.778238e+00 0.53 2.020729e+00 1.065897e+00   8.2 
  2661   0  285.545   63.587  321.24 5.855216e+02 9.673873e+02 108304.0  0.805  0.65 0 4.070319e+01 7.198952e+00 0.37 5.859485e+00 2.161278e+00  39.8 
  2662   0    0.962   41.078  263.68 2.811028e+02 4.717225e+02 109617.6  0.606  0.88 0 1.896596e+02 1.553969e+01 0.47 1.162255e+01 5.427017e+00 101.2 
  2663   0  103.119   50.918   57.37 3.719504e+02 2.987877e+01 119824.5  0.784  0.76 0 4.182903e+02 2.307777e+01 0.46 1.714886e+01 7.837832e+00  96.7 
  2664   0  259.293   74.857  229.95 8.764375e+02 1.345587e+02 99766.1  0.435  1.21 0 1.385641e+01 4.200301e+00 0.20 4.645786e+00 9.376651e-01  74.4 
  2665   0  269.314   62.491  296.51 4.294240e+02 1.782882e+01 123679.6  0.867  0.71 0 3.983717e+01 7.121956e+00 0.55 5.131601e+00 2.811609e+00 107.0 
  2666   0   14.028   95.815   10.64 4.356229e+02 1.706222e+01 116611.1  0.830  0.83 0 4.936345e+01 7.927893e+00 0.67 4.645786e+00 3.107888e+00  14.4 
  2667   0   57.847  123.576   29.17 7.000613e+02 2.654170e+02 110757.5  0.849  0.63 0 2.684679e+02 1.848848e+01 0.57 1.185678e+01 6.785966e+00  45.9 
  2668   0  101.156  111.499   10.76 7.109436e+02 2.639415e+02 117761.0  0.822  0.67 0 8.400446e+01 1.034204e+01 0.34 8.892885e+00 3.017560e+00  98.1 
  2669   0  152.091   46.141  315.56 4.945574e+02 1.987600e+01 115305.2  0.835  0.72 0 5.282755e+01 8.201349e+00 0.45 5.965176e+00 2.673561e+00 104.6 
  2670   0   86.830   43.106  156.22 7.048278e+02 4.729604e+02 109924.0  0.806  0.65 0 3.732569e+02 2.180013e+01 0.64 1.317510e+01 8.490808e+00 134.6 
  2671   0  171.792  126.215  213.40 7.212845e+02 4.754651e+02 134560.8  0.893  0.65 0 4.382088e+02 2.362086e+01 0.47 1.768004e+01 8.322572e+00  81.1 
  2672   0   76.423  122.530   85.10 7.486163e+02 4.648547e+02 101434.6  0.818  0.67 0 4.849742e+01 7.858043e+00 0.40 6.110103e+00 2.463848e+00  49.1 
  2673   0  297.259  129.064  263.34 8.155000e+02 2.563435e+02 95809.8  0.808  0.94 0 1.732051e+00 1.485031e+00 0.62 1.040830e+00 6.438801e-01  16.1 
  2674   0   48.307   44.413  229.99 6.212302e+02 2.623453e+01 114246.9  0.811  0.66 0 3.221614e+02 2.025311e+01 0.63 1.255322e+01 7.944579e+00  54.7 
  2675   0  147.657   34.434  333.75 8.769091e+02 2.583905e+02 104247.1  0.769  0.97 0 9.526279e+00 3.482705e+00 0.33 3.013859e+00 9.925308e-01  65.5 
  2676   0   90.668  110.349  302.77 6.274633e+02 1.728843e+01 107393.3  0.607  0.96 0 4.676537e+01 7.716444e+00 0.58 5.008327e+00 2.882959e+00  41.5 
  2677   0    7.984   61.319  268.92 4.263983e+01 2.663172e+02 108210.6  0.813  0.58 0 1.827314e+02 1.525322e+01 0.62 9.569915e+00 5.949634e+00 126.9 
  2678   0  191.276  109.943  311.28 4.940001e+01 2.587685e+02 96123.5  0.828  0.77 0 1.299038e+01 4.066924e+00 0.63 2.516627e+00 1.577443e+00 113.4 
  2679   0   15.181   84.184  283.70 7.167065e+02 2.215609e+01 140431.8  0.846  0.58 0 2.225685e+02 1.683398e+01 0.63 1.040833e+01 6.567624e+00 136.1 
  2680   0   49.161   58.283  211.80 1.231674e+02 2.382323e+01 104778.7  0.735  0.82 0 1.991858e+02 1.592518e+01 0.47 1.155782e+01 5.476272e+00 125.7 
  2681   0   92.020   53.386   40.68 1.732876e+02 1.335628e+02 111972.4  0.811  0.67 0 3.464101e+01 6.641258e+00 0.45 4.932884e+00 2.198595e+00  24.2 
  2682   0  176.303   54.333  299.24 5.700940e+02 4.662737e+02 114597.1  0.726  0.80 0 5.542562e+01 8.400601e+00 0.57 5.392906e+00 3.051800e+00  98.0 
  2683   0  330.560   50.496  315.69 6.376302e+02 4.654888e+02 114450.6  0.823  0.68 0 4.330127e+01 7.425152e+00 0.66 4.536884e+00 2.985332e+00  39.5 
  2684   0  189.331  112.982  315.30 8.771503e+02 6.488263e+02 91144.9  0.402  1.24 0 1.732051e+01 4.696079e+00 0.37 3.818803e+00 1.397069e+00 109.1 
  2685   0  242.966  112.367  195.29 7.698173e+02 2.715133e+02 127406.5  0.638  0.79 0 5.741748e+02 2.703816e+01 0.64 1.713427e+01 1.088665e+01  44.4 
  2686   0    4.299   48.654  319.90 5.226898e+02 1.696215e+01 101232.4  0.756  0.78 0 2.511474e+01 5.654828e+00 0.73 3.329165e+00 2.434668e+00  47.5 
  2687   0  251.281   64.955  225.80 8.433197e+02 2.692734e+02 117796.9  0.827  0.62 0 3.334198e+02 2.060396e+01 0.58 1.319408e+01 7.603757e+00  95.4 
  2688   0  212.210  152.922   50.20 6.052948e+02 2.501724e+01 123840.5  0.773  0.70 0 2.615397e+02 1.824836e+01 0.47 1.396722e+01 6.537734e+00 109.9 
  2689   0  195.564   84.211  274.62 8.701873e+02 2.640852e+02 120223.1  0.886  0.60 0 1.134493e+02 1.201866e+01 0.45 8.779727e+00 3.958427e+00 115.3 
  2690   0   15.597  175.351  327.62 8.058527e+02 1.404573e+02 115818.6  0.876  0.73 0 1.766692e+02 1.499807e+01 0.49 1.056331e+01 5.127478e+00  53.7 
  2691   0  269.289   66.855  244.59 6.219567e+01 5.620132e+02 101239.4  0.698  0.89 0 3.983717e+01 7.121956e+00 0.57 4.907491e+00 2.784864e+00  30.0 
  2692   0   11.185   93.955    2.85 5.752818e+01 4.672514e+02 123814.7  0.858  0.77 0 6.148780e+01 8.848090e+00 0.46 6.448526e+00 2.985559e+00 105.7 
  2693   0   12.893   81.839  275.72 1.757748e+02 5.732308e+02 124920.2  0.913  0.61 0 4.416729e+02 2.371404e+01 0.50 1.713428e+01 8.641363e+00 164.4 
  2694   0  348.823   59.668  319.03 2.055270e+02 4.711984e+02 119713.1  0.857  0.68 0 2.883864e+02 1.916207e+01 0.56 1.220996e+01 6.820903e+00 164.2 
  2695   0  321.115   95.405  259.41 2.320200e+02 1.352732e+02 109627.9  0.790  0.74 0 2.165063e+01 5.250376e+00 0.50 3.685547e+00 1.849224e+00 101.7 
  2696   0    2.284  136.758   41.80 2.532196e+02 2.738323e+02 127430.8  0.903  0.89 0 3.256255e+02 2.036171e+01 0.33 1.803701e+01 5.991233e+00  63.7 
  2697   0  143.404  103.879  322.68 2.635444e+02 1.374678e+02 114020.7  0.856  0.58 0 6.841601e+01 9.333272e+00 0.58 5.859461e+00 3.403381e+00  99.8 
  2698   0  214.330   66.262   52.68 3.505252e+02 1.403962e+02 117566.3  0.851  0.61 0 1.723391e+02 1.481313e+01 0.54 9.878430e+00 5.292603e+00 129.2 
  2699   0  141.695   34.613  332.75 3.065550e+02 2.668449e+02 127730.1  0.623  0.97 0 2.130423e+02 1.646979e+01 0.55 1.185678e+01 6.553753e+00 172.3 
  2700   0  221.098   53.631  221.99 4.789590e+02 3.853038e+02 130449.1  0.786  0.69 0 4.312806e+02 2.343339e+01 0.47 1.654036e+01 7.772176e+00 116.0 
  2701   0   73.069  124.764  229.85 4.210204e+02 2.751864e+02 122035.8  0.884  0.61 0 4.537973e+02 2.403732e+01 0.52 1.661577e+01 8.633449e+00  92.6 
  2702   0   64.313  109.028  215.84 5.850434e+02 2.645708e+02 98197.3  0.767  0.87 0 5.022947e+01 7.997134e+00 0.35 6.788462e+00 2.387498e+00 126.1 
  2703   0  112.502   47.060  203.21 6.125051e+02 2.777829e+02 116934.9  0.868  0.62 0 3.472762e+02 2.102774e+01 0.41 1.676554e+01 6.945864e+00 117.5 
  2704   0   35.765  156.594   46.51 4.261708e+02 4.818917e+02 125687.2  0.815  0.62 0 4.849742e+02 2.484931e+01 0.39 2.025053e+01 7.992944e+00  97.8 
  2705   0  274.216  129.103  105.69 4.432211e+02 4.692425e+02 127605.5  0.794  0.63 0 1.567506e+02 1.412732e+01 0.71 8.129160e+00 5.761642e+00 162.4 
  2706   0  349.481   45.456  309.75 4.820954e+02 4.669939e+02 126764.1  0.882  0.58 0 7.274613e+01 9.624098e+00 0.62 5.965168e+00 3.687176e+00 135.4 
  2707   0  284.841  136.255  223.42 4.960540e+02 4.694714e+02 108913.4  0.863  0.71 0 2.009179e+02 1.599427e+01 0.59 1.021436e+01 6.047562e+00  21.6 
  2708   0   96.566   56.511  136.19 4.619792e+02 5.721847e+02 120293.8  0.797  0.61 0 3.914435e+02 2.232490e+01 0.47 1.626604e+01 7.676017e+00  57.5 
  2709   0  353.898   68.457  328.00 7.447500e+02 4.637566e+02 93645.6  0.644  0.84 0 3.464102e+00 2.100150e+00 0.34 1.892985e+00 6.458618e-01  97.6 
  2710   0    3.615   91.916  277.26 1.752414e+02 2.619578e+02 105766.8  0.698  0.98 0 2.511474e+01 5.654828e+00 0.65 3.685555e+00 2.402496e+00 138.3 
  2711   0  338.867   59.651  314.81 7.940731e+02 4.696566e+02 107139.9  0.633  0.88 0 4.156922e+01 7.275134e+00 0.23 7.421829e+00 1.741604e+00  72.4 
  2712   0   26.109   82.729  344.37 7.488492e+02 5.638318e+02 106103.6  0.863  0.76 0 4.589935e+01 7.644662e+00 0.48 5.484822e+00 2.635342e+00  76.8 
  2713   0  106.669  174.594  296.87 8.603198e+02 4.715255e+02 162403.5  0.919  0.78 0 2.684679e+02 1.848848e+01 0.50 1.257311e+01 6.332530e+00  42.6 
  2714   0  164.556   37.864  333.69 7.823530e+02 5.630185e+02 110497.0  0.820  0.65 0 1.472243e+01 4.329571e+00 0.16 5.484848e+00 8.941142e-01  43.2 
  2715   0  249.096   56.959   65.80 3.371101e+02 2.689184e+02 118382.8  0.877  0.58 0 1.732051e+02 1.485030e+01 0.44 1.101515e+01 4.858151e+00  84.8 
  2716   0   61.493   47.592  148.21 8.610173e+00 4.687203e+02 120738.2  0.865  0.71 1 1.532865e+02 1.397034e+01 0.56 9.385271e+00 5.234079e+00   9.7 
  2717   0  133.416  174.519  190.94 5.002266e+02 2.662253e+02 117558.5  0.885  0.69 0 1.013250e+02 1.135830e+01 0.50 7.767469e+00 3.855473e+00  75.1 
  2718   0  351.233   74.044  356.54 1.425983e+02 4.675765e+02 107047.1  0.854  0.62 0 4.849742e+01 7.858043e+00 0.40 6.291520e+00 2.499357e+00  53.4 
  2719   0  181.194  153.268  225.73 4.558584e+02 1.369620e+02 107935.1  0.751  0.74 0 5.196152e+01 8.133847e+00 0.39 6.806866e+00 2.675553e+00  42.7 
  2720   0  155.621  151.203  339.10 5.127441e+01 2.663663e+02 114441.7  0.705  0.80 0 7.101408e+01 9.508835e+00 0.41 7.571894e+00 3.127551e+00  97.6 
  2721   0  168.575   77.923  309.33 6.181948e+02 3.785016e+02 125337.8  0.741  0.72 0 9.353074e+01 1.091270e+01 0.50 7.653975e+00 3.802686e+00 101.3 
  2722   0  169.143  107.660  202.99 1.990543e+02 2.689043e+02 126699.6  0.881  0.69 0 2.234346e+02 1.686670e+01 0.63 1.037222e+01 6.535888e+00 128.8 
  2723   0  182.221  106.586  293.69 4.899031e+02 5.688301e+02 127452.3  0.907  0.57 0 2.320948e+02 1.719047e+01 0.64 1.053959e+01 6.793258e+00  91.4 
  2724   0  267.829   90.613  267.02 5.005000e+02 5.618298e+02 130265.0  0.850  0.63 0 4.070319e+01 7.198952e+00 0.36 5.859474e+00 2.108883e+00  20.2 
  2725   0    7.866   91.296  288.86 2.375311e+02 2.722476e+02 130649.2  0.874  0.70 0 2.234346e+02 1.686670e+01 0.42 1.305120e+01 5.467760e+00 103.3 
