# Header: Project1::Sample_LC steel::All data::Grain Size   11/22/2023
# 
# Partition Formula: 
# Grain Tolerance Angle: 5.00
# Minimum Grain Size: 2
# Minimum Anti-Grain Size: 2
# Minimum Confidence Index: 0.00
# Multiple Rows Requirement: Off
# Anti-Grain Multiple Rows Requirement: Off
# Column 1: Integer identifying grain. Negative value indicates an anti-grain
# Column 2: An integer identifying the phase (-1 for anti-grains)
#           0 -  Iron (Alpha)
# Column 3-5: Average orientation (phi1, PHI, phi2) in degrees (360, 360, 360 for anti-grains)
# Column 6-7: Average Position (x, y) in microns
# Column 8: Average Image Quality (IQ)
# Column 9: Average Confidence Index (CI, -1 for anti-grains)
# Column 10: Average Fit (degrees, 180 for anti-grains or invalid grains)
# Column 11: Edge grain (1 = touching edge, otherwise 0)
# Column 12: Area of grain in square microns
# Column 13: Diameter of grain in microns
# Column 14: Aspect ratio of ellipse fit to grain
# Column 15: Length of major axis (radius) of ellipse fit to grain in microns
# Column 16: Length of minor axis (radius) of ellipse fit to grain in microns
# Column 17: Orientation (relative to the horizontal) of major axis of ellipse fit to grain in degrees
  1645   0  348.990   56.610  317.17 2.228751e+02 7.191260e+02 101801.3  0.828  0.81 0 1.385641e+01 4.200301e+00 0.34 3.617079e+00 1.214729e+00  86.0 
  1646   0  108.248    9.447   39.62 3.324707e+02 6.246591e+02 97306.6  0.678  0.90 0 1.472243e+01 4.329571e+00 0.29 4.072255e+00 1.195362e+00  82.9 
  1647   0  268.997  122.112  213.02 1.511098e+02 5.220869e+02 106002.3  0.698  0.90 0 7.101408e+01 9.508835e+00 0.59 6.110126e+00 3.576527e+00 130.9 
  1648   0   82.171   60.385  144.88 4.114371e+02 7.305240e+02 125591.6  0.828  0.70 0 6.962844e+02 2.977477e+01 0.68 1.761630e+01 1.198267e+01 126.6 
  1649   0  108.734  124.543  132.24 5.158385e+02 6.439689e+02 114864.0  0.870  0.57 0 8.573651e+02 3.303984e+01 0.41 2.576010e+01 1.057742e+01  61.6 
  1650   0   81.991   56.205  137.52 5.175548e+01 3.827216e+02 121137.6  0.839  0.57 0 6.391267e+02 2.852650e+01 0.60 1.805779e+01 1.091396e+01  70.6 
  1651   0  130.495  120.990  158.02 3.948856e+02 5.233862e+02 122596.8  0.917  0.64 0 8.313844e+01 1.028859e+01 0.49 7.285801e+00 3.558277e+00 103.9 
  1652   0  178.099   53.194  309.43 5.984461e+02 7.355945e+02 128099.6  0.898  0.70 0 4.330127e+02 2.348039e+01 0.30 2.117976e+01 6.425811e+00  81.2 
  1653   0   28.617   44.389  238.11 6.191132e+02 6.315597e+02 115279.1  0.813  0.49 0 3.178313e+02 2.011655e+01 0.69 1.216893e+01 8.417757e+00  69.6 
  1654   0  189.854  121.136  312.94 1.987877e+02 3.742654e+02 118351.2  0.884  0.62 0 1.264397e+02 1.268811e+01 0.51 9.224081e+00 4.690572e+00  72.7 
  1655   0  110.413  112.658  161.79 5.072823e+02 5.291361e+02 121920.9  0.848  0.65 0 2.624057e+02 1.827855e+01 0.42 1.404752e+01 5.913471e+00  64.7 
  1656   0   79.018  116.613  126.40 5.382941e+02 5.258403e+02 111468.0  0.841  0.60 0 1.385641e+02 1.328252e+01 0.45 9.712511e+00 4.394220e+00  72.0 
  1657   0  271.307  104.270  285.77 7.226727e+02 7.274142e+02 130253.3  0.770  0.69 0 2.537454e+02 1.797439e+01 0.68 1.061051e+01 7.247441e+00  83.2 
  1658   0   34.780   32.742  224.59 7.539489e+02 6.318103e+02 120495.6  0.444  1.01 0 1.099852e+02 1.183375e+01 0.30 1.142729e+01 3.458580e+00  86.2 
  1659   0   14.850   53.946  240.52 7.624003e+02 7.188589e+02 104706.8  0.728  0.82 0 2.598076e+01 5.751498e+00 0.55 3.818835e+00 2.116269e+00  49.1 
  1660   0  156.680   66.603  306.77 3.252415e+02 3.767296e+02 114405.5  0.772  0.70 0 2.727980e+02 1.863699e+01 0.57 1.220998e+01 6.898941e+00 104.2 
  1661   0  178.082   76.712  319.06 6.408237e+02 5.184945e+02 120577.0  0.754  0.70 0 1.472243e+01 4.329571e+00 0.58 2.843126e+00 1.641559e+00  14.7 
  1662   0    6.202   88.838  268.51 3.843521e+02 3.707079e+02 119509.7  0.807  0.79 0 6.148780e+01 8.848090e+00 0.56 5.795124e+00 3.237360e+00  94.9 
  1663   0  196.992  122.245  313.70 4.166667e+02 3.669061e+02 97546.6  0.811  0.74 0 5.196152e+00 2.572148e+00 0.32 2.362924e+00 7.659914e-01  77.8 
  1664   0  248.978   64.791  238.54 4.738962e+01 7.293452e+02 119365.9  0.708  0.79 0 2.667358e+02 1.842874e+01 0.43 1.360452e+01 5.913302e+00  94.2 
  1665   0  108.342  131.203  121.25 1.295193e+02 6.248374e+02 103033.4  0.742  0.80 0 2.251666e+01 5.354353e+00 0.39 4.310862e+00 1.681886e+00  50.4 
  1666   0  218.110   65.334  228.82 1.879519e+00 6.516896e+02 131134.5  0.813  0.83 1 7.188010e+01 9.566640e+00 0.25 9.643678e+00 2.399055e+00  81.1 
  1667   0  166.708   66.454  345.94 2.544900e+01 6.514395e+02 119098.2  0.874  0.69 0 3.057070e+02 1.972912e+01 0.49 1.410968e+01 6.860312e+00  82.9 
  1668   0  173.732   44.633  321.69 3.580166e+01 6.586092e+02 113862.6  0.833  0.80 0 1.047891e+02 1.155083e+01 0.28 1.137246e+01 3.144694e+00  74.7 
  1669   0   12.779  114.282  316.98 5.596130e+01 6.481714e+02 108768.8  0.879  0.67 0 1.229756e+02 1.251309e+01 0.44 9.712540e+00 4.258906e+00 108.0 
  1670   0   10.644  112.427  325.34 7.313123e+01 6.429465e+02 121446.8  0.877  0.70 0 5.741748e+02 2.703816e+01 0.71 1.582985e+01 1.125107e+01 125.8 
  1671   0  140.863   27.065  342.95 2.185910e+02 6.264828e+02 96953.8  0.888  0.72 0 4.763140e+01 7.787566e+00 0.49 5.484822e+00 2.662912e+00 103.2 
  1672   0  298.756  107.052  243.13 1.770245e+02 5.276505e+02 131990.5  0.915  0.69 0 2.831903e+02 1.898866e+01 0.72 1.088961e+01 7.827551e+00 135.4 
  1673   0  116.722   80.225   17.94 2.234643e+02 5.226261e+02 115093.2  0.826  0.63 0 7.274613e+01 9.624098e+00 0.41 7.421841e+00 3.013338e+00  47.6 
  1674   0  344.338   64.032  306.18 3.594836e+02 6.333954e+02 110843.7  0.774  0.68 0 2.381570e+02 1.741353e+01 0.39 1.353082e+01 5.285124e+00  76.1 
  1675   0  339.358   36.345  310.37 3.776679e+02 6.378276e+02 133306.4  0.843  0.77 0 5.248114e+02 2.584977e+01 0.62 1.682509e+01 1.036834e+01  39.4 
  1676   0   24.848  127.407   54.25 4.132308e+02 6.342358e+02 112347.9  0.792  0.78 0 3.490082e+02 2.108011e+01 0.66 1.365956e+01 8.960598e+00  45.9 
  1677   0   94.775   80.185  189.79 6.061652e+02 5.346491e+02 125750.1  0.827  0.72 0 3.619986e+02 2.146884e+01 0.42 1.714886e+01 7.187334e+00  96.7 
  1678   0  185.634  125.638  315.11 6.104617e+02 5.232128e+02 100643.3  0.804  0.74 0 2.251666e+01 5.354353e+00 0.20 6.251664e+00 1.249515e+00  83.1 
  1679   0  338.638  127.729  346.22 1.248487e+02 6.271052e+02 112015.9  0.782  0.69 0 6.581793e+01 9.154343e+00 0.65 5.484822e+00 3.573536e+00  76.8 
  1680   0  198.426    9.065  275.42 2.103961e+02 6.311144e+02 100543.9  0.803  0.72 0 1.957217e+02 1.578609e+01 0.68 9.278120e+00 6.266252e+00  55.5 
  1681   0   70.085  103.591  103.11 5.106250e+02 1.115401e+02 105783.9  0.646  0.85 0 3.810512e+01 6.965410e+00 0.68 4.072265e+00 2.751402e+00 157.1 
  1682   0  157.480  103.220  331.01 2.581844e+02 5.243284e+02 116458.2  0.735  0.71 0 8.227242e+01 1.023487e+01 0.58 6.601770e+00 3.840991e+00 130.1 
  1683   0  234.135  132.979   57.48 2.666992e+02 5.300156e+02 114762.6  0.795  0.66 0 2.892525e+02 1.919082e+01 0.62 1.235248e+01 7.655016e+00 127.4 
  1684   0  273.975  115.809  221.36 4.552816e+02 5.267310e+02 108944.8  0.796  0.65 0 1.645448e+02 1.447429e+01 0.45 1.068099e+01 4.836841e+00  39.4 
  1685   0  169.622  153.469  210.75 7.344424e+02 7.218990e+02 113745.1  0.860  0.72 0 4.503332e+01 7.572199e+00 0.50 5.484793e+00 2.736474e+00 103.2 
  1686   0  295.967  110.477  240.83 7.565452e+02 7.244741e+02 106114.9  0.904  0.66 0 1.446262e+02 1.356996e+01 0.64 8.607141e+00 5.530309e+00  76.6 
  1687   0    1.507  105.486   41.00 8.542772e+02 6.355771e+02 128911.2  0.875  0.67 0 4.035678e+02 2.266801e+01 0.63 1.357693e+01 8.537122e+00  92.1 
  1688   0  185.081   47.168  133.46 8.306627e+02 7.381819e+02 126025.1  0.924  0.59 0 6.737678e+02 2.928938e+01 0.30 2.665676e+01 8.026383e+00  66.2 
  1689   0  224.858  123.281   76.15 7.126762e+02 5.269746e+02 118310.1  0.838  0.62 0 1.602147e+02 1.428257e+01 0.65 8.578079e+00 5.582934e+00 127.7 
  1690   0  348.065   52.166  312.42 2.185307e+02 7.211695e+02 106029.4  0.811  0.67 0 4.243525e+01 7.350526e+00 0.61 4.536894e+00 2.759792e+00  20.5 
  1691   0  338.052  134.195  345.63 2.234600e+02 6.257209e+02 100777.7  0.744  0.81 0 2.165063e+01 5.250376e+00 0.54 3.617100e+00 1.942155e+00  26.0 
  1692   0  258.079   53.291  255.40 3.590806e+01 5.246128e+02 100000.1  0.612  0.95 0 7.534421e+01 9.794449e+00 0.52 6.601736e+00 3.460190e+00 109.9 
  1693   0  353.083   77.431  330.81 2.765548e+02 1.157034e+02 129187.2  0.849  0.65 0 6.321985e+01 8.971846e+00 0.43 7.112195e+00 3.044948e+00  83.9 
  1694   0  101.118   78.150   23.30 2.037070e+02 5.283062e+02 114701.3  0.865  0.67 0 1.506884e+02 1.385144e+01 0.52 9.224037e+00 4.841625e+00 107.3 
  1695   0  192.831   51.210  247.68 5.334469e+02 7.238124e+02 119190.8  0.818  0.74 0 8.920061e+01 1.065710e+01 0.66 6.448513e+00 4.236054e+00  14.3 
  1696   0  283.649  120.503  241.76 3.021316e+01 2.294092e+01 131204.8  0.852  0.56 0 5.992896e+02 2.762316e+01 0.58 1.775059e+01 1.033508e+01 133.6 
  1697   0   97.713   49.777   39.96 6.194424e+02 7.304951e+02 128417.9  0.897  0.59 0 4.650556e+02 2.433366e+01 0.64 1.496942e+01 9.603638e+00  36.7 
  1698   0  265.444   63.742  226.50 3.631750e+02 5.291675e+02 119413.9  0.857  0.73 0 2.624057e+02 1.827855e+01 0.43 1.401190e+01 6.089993e+00  15.5 
  1699   0   21.807   56.303  242.30 6.454744e+02 7.229094e+02 99536.5  0.803  0.73 0 3.377499e+01 6.557717e+00 0.37 5.773468e+00 2.131088e+00  90.0 
  1700   0  154.561  147.145  200.00 6.614349e+02 7.267812e+02 116807.9  0.878  0.63 0 1.654108e+02 1.451233e+01 0.56 9.569894e+00 5.373885e+00  74.9 
  1701   0  182.149   59.684  311.82 7.007300e+02 7.347739e+02 135693.5  0.895  0.70 0 4.754479e+02 2.460405e+01 0.48 1.746660e+01 8.420148e+00  89.2 
  1702   0   13.161   71.482  327.73 7.456325e+02 3.726031e+02 120851.0  0.821  0.75 0 1.273057e+02 1.273148e+01 0.55 8.281520e+00 4.583366e+00 115.0 
  1703   0   57.100  122.115   42.61 2.401809e+02 1.358002e+01 118288.7  0.880  0.70 0 4.070319e+01 7.198952e+00 0.52 5.008326e+00 2.580408e+00  63.3 
  1704   0  334.960   73.389  313.28 6.336652e+02 5.290756e+02 113154.6  0.722  0.76 0 4.234864e+02 2.322067e+01 0.59 1.463159e+01 8.618941e+00 166.9 
  1705   0  182.674   96.463  295.17 4.090001e+01 7.223692e+02 108012.2  0.822  0.85 0 2.165063e+01 5.250376e+00 0.42 4.072225e+00 1.702277e+00  97.1 
  1706   0  130.407   13.452  341.54 7.751042e+02 5.234764e+02 105188.4  0.814  0.76 0 2.078461e+01 5.144297e+00 0.37 4.310831e+00 1.575385e+00  69.6 
  1707   0  304.753   54.962  227.97 2.085739e+02 3.777675e+02 121614.6  0.878  0.66 0 2.286307e+02 1.706170e+01 0.46 1.274102e+01 5.828631e+00  85.5 
  1708   0   71.146  114.618  117.27 6.091667e+02 1.229756e+01 91949.8  0.746  0.68 0 1.299038e+01 4.066924e+00 0.64 2.516611e+00 1.609418e+00 113.4 
  1709   0  122.273  125.525  131.83 6.399637e+02 1.957847e+01 132434.8  0.886  0.75 0 2.624057e+02 1.827855e+01 0.64 1.118407e+01 7.114203e+00  49.6 
  1710   0  274.158   97.529  282.82 7.108171e+02 1.313473e+01 112998.1  0.800  0.71 0 2.598076e+01 5.751498e+00 0.62 3.685558e+00 2.285703e+00  78.3 
  1711   0  354.576   69.700  311.57 3.972817e+02 3.718699e+02 123945.8  0.778  0.65 0 8.920061e+01 1.065710e+01 0.69 6.331131e+00 4.353818e+00 138.6 
  1712   0  206.040   51.673  232.85 8.084319e+02 2.016157e+01 121714.2  0.638  0.83 0 2.407551e+02 1.750825e+01 0.46 1.298396e+01 6.021259e+00 130.9 
  1713   0   83.456  120.046  320.76 8.988751e+02 1.255737e+01 117480.4  0.648  0.82 1 1.385641e+01 4.200301e+00 0.54 2.843120e+00 1.527056e+00 105.3 
  1714   0  275.900  102.392   97.88 5.777725e+02 3.822436e+02 134925.8  0.893  0.74 0 5.152851e+02 2.561408e+01 0.52 1.800927e+01 9.296222e+00  96.4 
  1715   0   28.860  167.190   74.27 1.735485e+01 1.475037e+01 85171.9  0.645  1.07 0 2.684679e+01 5.846571e+00 0.41 4.536886e+00 1.881160e+00  99.5 
  1716   0  157.380   42.056  141.71 4.479454e+02 1.160339e+02 114924.5  0.804  0.78 0 5.542562e+01 8.400601e+00 0.45 6.331137e+00 2.819067e+00 101.4 
  1717   0   15.330  114.578  353.64 6.519227e+02 7.246991e+02 106924.3  0.897  0.62 0 1.004589e+02 1.130966e+01 0.49 7.783536e+00 3.846313e+00  54.7 
  1718   0  243.754   57.155  226.34 7.994908e+02 7.332354e+02 134299.0  0.907  0.68 0 4.234864e+02 2.322067e+01 0.51 1.612712e+01 8.162833e+00  52.8 
  1719   0   15.131  107.388  300.91 6.957612e+02 1.188562e+02 131789.4  0.940  0.52 0 1.922576e+02 1.564577e+01 0.61 9.712533e+00 5.909385e+00 108.0 
  1720   0  195.759   41.863  140.86 9.851195e+00 5.267808e+02 103978.7  0.718  0.69 0 7.274613e+01 9.624098e+00 0.37 7.783501e+00 2.916015e+00 114.7 
  1721   0  257.341   89.695  268.66 4.400001e+02 1.376525e+01 111870.7  0.733  0.81 0 1.645448e+01 4.577171e+00 0.49 3.175427e+00 1.565734e+00  90.0 
  1722   0  302.443  105.837  257.19 2.480776e+02 7.286163e+02 116050.7  0.904  0.64 0 1.117173e+02 1.192656e+01 0.33 1.050398e+01 3.415315e+00 121.6 
  1723   0  188.818  116.924  122.19 2.901469e+02 7.260129e+02 126781.1  0.721  0.97 0 2.035160e+02 1.609735e+01 0.54 1.101514e+01 5.934729e+00 155.2 
  1724   0  172.669   59.170  307.57 6.240182e+02 1.333061e+01 115967.8  0.737  0.84 0 4.849742e+01 7.858043e+00 0.36 7.285831e+00 2.614343e+00  16.1 
  1725   0  154.615  144.414  325.47 4.780557e+02 7.243962e+02 104902.8  0.815  0.69 0 5.455960e+01 8.334713e+00 0.52 5.619906e+00 2.894279e+00 131.9 
  1726   0  106.002  132.504   20.21 4.918342e+02 7.404714e+02 131681.8  0.873  0.58 0 7.828870e+02 3.157218e+01 0.53 2.116796e+01 1.126744e+01  71.4 
  1727   0   73.059   60.578  129.19 2.584131e+02 1.164616e+02 109923.4  0.825  0.70 0 5.975575e+01 8.722579e+00 0.57 5.773502e+00 3.269511e+00  90.0 
  1728   0   20.373   94.983   20.77 4.153685e+02 1.126745e+02 107649.0  0.769  0.89 0 1.645448e+01 4.577171e+00 0.49 3.214552e+00 1.579643e+00 141.1 
  1729   0  348.299   56.427  308.74 4.781357e+02 1.157098e+02 105555.6  0.777  0.67 0 1.021910e+02 1.140674e+01 0.44 8.504902e+00 3.783531e+00 139.8 
  1730   0  205.503   66.166  304.86 7.837339e+02 7.546683e+02 132894.9  0.925  0.68 0 1.338009e+03 4.127477e+01 0.34 3.867920e+01 1.309860e+01  70.8 
  1731   0  200.288  109.415  293.82 1.710366e+00 7.407953e+02 127452.7  0.921  0.66 1 1.420282e+02 1.344752e+01 0.11 2.035313e+01 2.228675e+00  90.7 
  1732   0  179.407   97.676   17.76 6.800305e+02 1.152601e+02 111657.1  0.846  0.61 0 2.857884e+01 6.032222e+00 0.43 4.481443e+00 1.940639e+00  93.2 
  1733   0  344.392   73.163  317.32 6.850195e+01 7.341951e+02 112125.3  0.776  0.79 0 2.243006e+02 1.689936e+01 0.35 1.457162e+01 5.093802e+00  82.1 
  1734   0  100.523   73.695   13.61 8.379583e+02 1.210846e+02 142150.9  0.886  0.65 0 3.680608e+02 2.164785e+01 0.64 1.354929e+01 8.608364e+00  64.9 
  1735   0  345.209   74.731  337.89 8.739665e+02 5.327247e+02 114623.1  0.820  0.70 0 2.199704e+02 1.673544e+01 0.54 1.102646e+01 6.006026e+00  72.9 
  1736   0  339.745  169.750  356.10 3.032961e+02 7.240318e+02 115887.4  0.825  0.60 0 6.581793e+01 9.154343e+00 0.66 5.484826e+00 3.641657e+00 163.2 
  1737   0  167.450  150.980    4.83 3.452878e+02 7.266666e+02 114925.4  0.805  0.60 0 1.264397e+02 1.268811e+01 0.70 7.421785e+00 5.182535e+00  72.4 
  1738   0  117.872  156.601  135.63 5.149775e+02 1.507671e+01 131659.6  0.831  0.73 0 3.810512e+01 6.965410e+00 0.48 5.008327e+00 2.394272e+00  18.5 
  1739   0  213.734   56.901  311.57 5.388270e+02 1.482236e+01 103875.1  0.755  0.64 0 2.251666e+01 5.354353e+00 0.58 3.685557e+00 2.135929e+00  41.7 
  1740   0  185.029   28.686  301.68 3.154132e+02 1.172404e+02 122269.7  0.819  0.73 0 8.487049e+01 1.039521e+01 0.68 6.331138e+00 4.324941e+00 138.6 
  1741   0  243.065  125.938  212.97 4.876206e+02 1.189007e+02 108665.0  0.738  0.70 0 9.699484e+01 1.111295e+01 0.47 8.129164e+00 3.820511e+00  77.6 
  1742   0   97.793  115.739   27.92 3.552806e+02 5.259732e+02 102154.0  0.688  0.71 0 3.550704e+01 6.723762e+00 0.53 4.509275e+00 2.387852e+00 123.7 
  1743   0  346.893   45.278  299.59 7.588528e+02 1.222279e+02 122542.6  0.728  0.72 0 2.979127e+02 1.947599e+01 0.49 1.414508e+01 6.921481e+00 133.6 
  1744   0  127.443  110.967  156.91 2.654037e+02 1.820740e+01 113221.0  0.888  0.60 0 7.188010e+01 9.566640e+00 0.55 6.331140e+00 3.481725e+00  78.6 
  1745   0  127.698   41.539  132.87 3.366429e+02 1.774114e+01 118426.4  0.886  0.69 0 6.062178e+01 8.785559e+00 0.48 6.331140e+00 3.029521e+00  78.6 
  1746   0   66.728   59.613  346.99 6.274287e+01 1.156515e+02 93924.8  0.691  0.82 0 3.031089e+01 6.212328e+00 0.55 4.481443e+00 2.479354e+00  33.2 
  1747   0  135.354  156.917  326.31 4.668125e+02 7.241057e+02 97056.3  0.758  0.90 0 1.385641e+01 4.200301e+00 0.48 3.329124e+00 1.597990e+00 107.5 
  1748   0   39.538  152.101   67.73 5.878334e+02 1.327906e+01 91791.9  0.614  0.89 0 1.039230e+01 3.637567e+00 0.20 4.310839e+00 8.695897e-01   9.6 
  1749   0    2.762  163.228  323.90 1.617001e+02 5.312389e+02 121951.7  0.910  0.63 0 1.602147e+02 1.428257e+01 0.43 1.069266e+01 4.619925e+00  70.9 
  1750   0  174.375   57.610  305.85 2.380625e+02 5.260023e+02 98921.2  0.679  0.84 0 1.385641e+01 4.200301e+00 0.41 3.511908e+00 1.429871e+00 124.7 
  1751   0  213.429   55.806  283.30 7.386729e+02 3.105647e+02 126077.1  0.915  0.61 0 1.905256e+02 1.557513e+01 0.65 9.827677e+00 6.357099e+00  19.7 
  1752   0    7.616  101.385   26.62 5.001803e+02 6.318872e+02 130098.7  0.723  0.73 0 1.394301e+02 1.332396e+01 0.59 8.401361e+00 4.943926e+00 109.1 
  1753   0    7.718   46.156  325.04 3.635000e+02 5.233680e+02 84271.1  0.530  0.86 0 2.598076e+00 1.818783e+00 0.79 1.040848e+00 8.185329e-01  43.9 
  1754   0  167.807   75.074  311.38 7.112448e+02 6.285422e+02 115968.6  0.776  0.67 0 3.897114e+01 7.044118e+00 0.48 5.484822e+00 2.619266e+00  76.8 
  1755   0    6.669   64.908  290.31 7.582211e+02 6.279088e+02 111985.2  0.767  0.69 0 3.723909e+01 6.885803e+00 0.39 5.392891e+00 2.108065e+00  98.0 
  1756   0  358.729   39.949   41.35 2.992500e+02 3.044080e+02 78424.3  0.396  1.31 0 3.464102e+00 2.100150e+00 0.55 1.443372e+00 7.998386e-01  30.0 
  1757   0   16.593   74.074  351.00 1.983871e+02 6.397742e+02 131053.4  0.880  0.79 0 3.801852e+02 2.200152e+01 0.36 1.773649e+01 6.435723e+00  69.4 
  1758   0  359.205  121.243  320.46 4.392330e+02 3.168647e+02 130875.1  0.895  0.63 0 3.871133e+02 2.220108e+01 0.60 1.418039e+01 8.543383e+00  80.9 
  1759   0  170.053   78.147  307.12 1.356061e+02 4.602533e+02 113010.9  0.768  0.67 0 2.857884e+01 6.032222e+00 0.48 4.310845e+00 2.073889e+00  69.6 
  1760   0  179.074   79.876  244.96 3.124931e+02 4.665527e+02 113864.2  0.898  0.62 0 1.212436e+02 1.242466e+01 0.33 1.115050e+01 3.682307e+00  79.7 
  1761   0   18.953  104.166  289.67 4.955205e+00 3.212980e+02 141340.5  0.945  0.62 1 2.996448e+02 1.953253e+01 0.37 1.701716e+01 6.298850e+00 102.7 
  1762   0   60.809  134.785   70.61 4.433309e+02 4.597957e+02 104459.2  0.747  0.76 0 5.888972e+01 8.659142e+00 0.56 5.795105e+00 3.257192e+00  25.1 
  1763   0    2.649   51.554  271.78 4.796154e+01 5.250114e+02 92974.0  0.618  0.89 0 1.125833e+01 3.786100e+00 0.43 2.843126e+00 1.217564e+00 165.3 
  1764   0  104.607  133.577  122.06 1.868571e+02 5.250589e+02 91853.5  0.558  0.92 0 6.062178e+00 2.778238e+00 0.56 1.892954e+00 1.063759e+00  82.4 
  1765   0  200.374  142.650   36.87 5.626475e+02 6.379585e+02 116109.9  0.675  0.78 0 3.195634e+02 2.017128e+01 0.43 1.563116e+01 6.778819e+00  67.4 
  1766   0   12.737   57.408  259.08 5.772837e+02 6.294067e+02 113069.8  0.793  0.67 0 5.802370e+01 8.595235e+00 0.54 5.859474e+00 3.170778e+00  20.2 
  1767   0  353.989   93.947  291.65 5.882279e+02 6.314954e+02 118573.5  0.903  0.73 0 9.699484e+01 1.111295e+01 0.61 6.806858e+00 4.185747e+00  77.3 
  1768   0   40.308  117.075   40.14 6.673726e+02 6.483142e+02 118185.7  0.847  0.70 0 6.599113e+02 2.898664e+01 0.42 2.196776e+01 9.155672e+00  97.2 
  1769   0  262.256  105.707   83.68 6.900335e+02 6.331742e+02 133023.2  0.889  0.64 0 1.307698e+02 1.290354e+01 0.59 8.431067e+00 4.985969e+00  96.8 
  1770   0   17.799   97.077  283.73 7.334551e+02 6.304959e+02 125898.4  0.873  0.65 0 7.707626e+01 9.906388e+00 0.43 7.421841e+00 3.158080e+00  47.6 
  1771   0   67.891   58.693  241.94 4.960333e+02 1.640402e+02 126747.5  0.756  0.75 0 1.307698e+02 1.290354e+01 0.50 9.087543e+00 4.520637e+00 135.7 
  1772   0   21.302  147.687  333.94 8.377586e+02 6.308250e+02 108797.3  0.830  0.82 0 5.022947e+01 7.997134e+00 0.48 6.331161e+00 3.047493e+00  41.4 
  1773   0  129.025   38.326  164.10 8.733323e+02 6.341543e+02 116049.6  0.912  0.68 0 2.554775e+02 1.803563e+01 0.45 1.365041e+01 6.126740e+00  51.5 
  1774   0   42.871   41.391  223.20 6.519568e+01 6.300526e+02 109548.7  0.765  0.67 0 3.983717e+01 7.121956e+00 0.57 4.645808e+00 2.649769e+00  45.6 
  1775   0   28.227  131.863   49.63 6.962249e+02 5.286143e+02 109636.2  0.836  0.68 0 5.975575e+01 8.722579e+00 0.64 5.299337e+00 3.407536e+00  67.8 
  1776   0  354.372   59.168  311.53 7.541680e+02 1.630170e+02 118608.4  0.831  0.63 0 1.212436e+02 1.242466e+01 0.62 7.588373e+00 4.681677e+00  51.2 
  1777   0   40.582  126.248   49.68 3.629404e+02 4.613977e+02 109329.4  0.728  0.70 0 5.802370e+01 8.595235e+00 0.64 5.507578e+00 3.533857e+00  63.0 
  1778   0  333.644  112.908  269.75 1.735301e+02 6.427676e+02 120198.2  0.858  0.90 0 2.892525e+02 1.919082e+01 0.39 1.569500e+01 6.047379e+00  77.1 
  1779   0  359.129   50.196  295.23 7.824556e+02 1.746195e+02 118325.7  0.724  0.72 0 3.186974e+02 2.014393e+01 0.37 1.643421e+01 6.078915e+00 106.8 
  1780   0  216.162   50.485  226.52 2.267046e+02 6.315034e+02 107708.9  0.758  0.72 0 5.715768e+01 8.530850e+00 0.57 5.619900e+00 3.180617e+00 108.1 
  1781   0  279.193   89.539  295.82 8.432647e+02 1.586864e+02 108581.7  0.829  0.69 0 1.472243e+01 4.329571e+00 0.55 2.843115e+00 1.555334e+00  74.7 
  1782   0  183.421   51.445  146.60 2.888357e+01 5.346343e+02 113899.8  0.836  0.64 0 1.264397e+02 1.268811e+01 0.41 9.751044e+00 3.990599e+00  97.4 
  1783   0  112.852  115.633  340.47 3.498675e+02 6.317328e+02 109124.5  0.893  0.72 0 1.013250e+02 1.135830e+01 0.65 6.934184e+00 4.478854e+00  73.2 
  1784   0   36.110   46.685  221.61 4.297533e+01 5.294944e+02 109961.1  0.789  0.70 0 7.014806e+01 9.450676e+00 0.60 5.965143e+00 3.597322e+00  75.4 
  1785   0  259.936  129.064  214.04 6.140329e+02 4.635119e+02 116043.0  0.882  0.60 0 7.967434e+01 1.007197e+01 0.56 6.806872e+00 3.828381e+00  77.3 
  1786   0  227.109   35.856  303.72 1.924954e+02 5.329359e+02 115840.5  0.638  0.81 0 1.861955e+02 1.539712e+01 0.61 9.504395e+00 5.826148e+00  58.3 
  1787   0  198.499   53.060  269.97 8.459446e+02 4.818186e+02 132108.7  0.780  0.63 0 6.512511e+02 2.879581e+01 0.40 2.267341e+01 8.990691e+00  74.0 
  1788   0  352.904   76.835  317.24 4.369450e+02 5.330530e+02 138016.3  0.780  0.60 0 2.823243e+02 1.895960e+01 0.63 1.153618e+01 7.324529e+00  38.7 
  1789   0  107.446   70.774   19.69 7.795168e+02 1.618891e+02 124627.5  0.757  0.79 0 5.196152e+01 8.133847e+00 0.48 5.795115e+00 2.794788e+00 127.2 
  1790   0   47.469   19.472  263.25 1.647195e+02 6.326844e+02 125857.3  0.851  0.69 0 7.101408e+01 9.508835e+00 0.43 7.112165e+00 3.036797e+00  96.1 
  1791   0  109.065  126.370  119.31 3.275071e+02 6.348337e+02 138493.1  0.918  0.63 0 1.853294e+02 1.536127e+01 0.69 8.892888e+00 6.092621e+00 130.3 
  1792   0  184.844  143.181   34.19 6.898576e+02 1.762643e+02 116494.2  0.699  0.71 0 6.460549e+02 2.868070e+01 0.55 1.881710e+01 1.037354e+01 163.1 
